,workerId,trustSurvey,trustFactor
794,AFV49TMPHQ5FD,4,"I'm pretty neutral to it. In some of the cases that were presented to me, I felt as though the machine made some valid predictions. However, in other cases, I personally believed that some of the predictions were invalid. To clarify, on one of the questions that was presented to me, the participant's date didn't really meet her criteria (very little shared interested, ambition, etc.), and the machine still predicted that they would want to date again.,"
795,AE953YQRF0IYV,5,","
796,A1LEC9PYYYXM1U,5,"i like,"
797,A1EYT1FJRK7ZQZ,3,"good,"
798,A24TQ5DGWOQ9OF,4,","
799,A2AWSN5CWONM8,5,","
800,A1AU1ZOUJFS3W9,5,"The machine learning seems to have an accurate overall understanding of whether someone would like to go on another date, but it has trouble when it comes to nuanced circumstances (times where there are both extremely high and low scores or when there is a good rating of the partner but they have a different race--when the partner rates this as important). ,"
801,A3OVBNOFPMCDAS,2,","
802,A3OITERGPA20M4,5,"good,"
803,ANPDJQBT1BRZ3,6,"For the most part, the learning model and I agreed. I do not feel it took the factor of age difference into account very much though.,"
804,A3H2D16GMIMCN5,7,"I trust the machine because its predictions are most likely the right decisions.,"
805,A17TKHT8FEVH0R,2,"It seemed like it was just guessing all the time.,"
806,A1W1X3S1Y0RKF3,3,"They disagreed on some that seemed obvious. There was at least one where the person rated their date around a 9 across the board and rated the date a 9, but the model predicted they wouldn't want to see them again. That seemed extremely unlikely to me.,"
807,A24ZP6TOKYBSQS,5,"Sometimes the learning machines disagrees when facts and statics shows opposite results. ,"
808,A14YBHS8YBLDAG,5,","
809,A7PRXWI6D5RX6,6,"good,"
810,AQMJMYR9MANOG,4,"true,"
811,A1A87B1CEGBFUK,4,"good,"
812,A2Y9O62M75TPM6,4,","
813,A1AT2YBJAPEUMT,4,"the machine sometimes make wrong predictions, contradicting the bar on the chart that show the most feature the person like, and also i ade an error in the attention check please ignore and pardon me. thanks,"
814,A20X9M7W7RV28O,5,","
815,A1QDY7M2ZRXMKI,6,"based on explanation,"
816,AC00AMU93QF4W,5,"It seeemed to make some dumb suggestions sometimes.,"
817,A2HKOIQT8JTIL9,7,"very nice, i beleive more,"
818,AI2HVOKDEHK2F,4,"good,"
819,A1TKS4L0IYQLY,4,","
820,A3NH7YCJLJX082,7,"good and use full,"
821,A12DY4HHG6MYF0,6,","
822,A2BWO7HVMZ8GNK,5,","
823,AQ4C8KG75JB2X,7,"Good,"
824,A31Z13BGZDNRN9,2,"I do not trust a machine to make emotional predictions regarding dates ,"
825,A1OD9OA9B34FL,3,"Some of the machine model decisions didn't make sense - the candidate would have given high scores to the date in important areas, abut the machine learning model would predict that they didn't want to see the date again. I chose to go with my own reading of the scores/my 'gut sense' versus the machine's predictions in these cases. ,"
826,AL7RVCQ7N4GQY,7,"The machine predictions was perfectly designed and will help us to identify the accurate result than and there,"
827,A3R301TNWFNUOS,3,"it is trusted,"
828,A253PQSDVQ8JWA,1,","
829,A2TCWXCSE8URHP,6,"good,"
830,A19KCHXD8JOXE6,2,"GOOD,"
831,A3CASN6JG7104,6,","
832,AFKYO1HML5XAP,5,","
833,A2F4VXJYPTC5QJ,5,","
834,A36QP43BJDV3E1,6,"BASED ON ATTRACTIVENESS,"
835,A2K287FPB9YFIE,6,","
836,A1J9RWANLAAMZT,7,","
837,A1NYOZS2X8QJV4,5,"the ML model predicts based upon the attributes value,"
838,AYLR68EBIQZB2,6,","
839,A175PJR0W3LO8I,5,"In some instances, the date scored high on the attribute that was preferred, but model disagreed. ,"
840,AS3X076V4D4ET,5,"I trust the model, I just wonder if the initial levels of expectation for the date play a factor, which I do not think the model takes into account. ,"
841,A34TGD419SW1SD,6,"good,"
842,AUO7GWTC1EAK7,4,","
843,A1JMT7TW15X73N,6,"good,"
844,A3CWVSZAD35D89,5,"it is easy and truthful,"
845,AY9155IK2JEMQ,7,"good conditions,"
846,A2UK4UE5N47F3P,6,"good,"
847,A19VV52AP2ZFAU,4,"Yes,"
848,A3UV5XUM7L23FE,7,"very trust at all because of its orginal company ,"
849,A1U4O7W4F3TMS9,1,"I don't trust the machine because the machine is predicting randomly,"
850,ADGGBT9FSNCD4,6,","
851,ASWGQ7ZC4SZ1G,6,","
852,AWWR9PY50W0Z9,5,","
853,A7PRXWI6D5RX6,3,"good,"
854,A3MEGTO8MPAH8D,3,"Some of the date exceeded the participant's expectation.  I would think they would want another date.,"
855,A3JPYCC2U4D9CZ,4,"I didn't agree with it a lot of the time. ,"
856,ACA4KLH8CR61L,6,","
857,A1NN3OSYKM7BLG,6,"yes totally trust and difficult,"
858,A3IPNE5NALV2N2,6,"I trust it ,"
859,A2IZ9FXMOW9LVQ,6,"It was very aligned with my own observations.  Very few disagreements,"
860,A8T0OMJKQW52,7,"Good,"
861,A3RZPUKR673XXW,5,","
862,A1VLFVGSSG19P4,7,"the good information,"
863,A2BVUVKIS50IR8,2,","
864,A1ODKX8APG7Q9J,4,","
865,A2E9SIW7FU445E,7,","
866,A1N3I6B31HUU1G,4,","
867,A3SOL7V6LNRB4J,6,","
868,A19MH4TJD1VSW7,5,","
869,A3G3AIIRPT3R3R,4,"good,"
870,A35TE5QRB5ECBN,4,"well,"
871,A1DRAA8L5ENVK0,3,","
872,A2H707L61Y7ENK,5,"I trusted it when I was on the fence, but if I felt the date satisfaction was too low in compared to what was expected, I did not trust the prediction. ,"
873,AZNFEOC5WRHZP,7,"None,"
874,AP5EH16IVTMCZ,3,","
875,A2W5BVSBD1G08A,6,"for the most part we agreed but there were a few times where i felt the date was pleasantly surprised enoughfrom their expectations that they'd give the date another shot,"
876,AOMMXF4O1WP7T,5,"NICE SURVEY,"
877,A11PIARI7WALAX,2,","
878,AMHGLKAIOX9ST,4,","
879,A1D48NEMX364ME,1,"The machine model disagreed with me several times when I was pretty confident of my answer. So I didn't trust it.,"
880,A39KR6DJH7VFQM,6,"good,"
881,A1AT2YBJAPEUMT,7,","
882,AMYOK0O3QAN5V,3,","
883,A23NSJPUZNRTR3,4,"I will very confident ,"
884,A3A81642H2S2B,7,","
885,A1EMMA8IQZ4JW5,7,","
886,AWZ04R0Q1I4HK,5,"i trust from my heart.,"
887,A3QG1L7FWS1ZDA,3,","
888,AH7BPL710ZDFH,2,","
889,A3K1UDTFV5RGH,5,","
890,A1AYMXZRDWWOER,5,"i felt like sometimes the model purposely choose the wrong choice to see if i would just agree,"
891,A2V7UNVBF8SQAK,7,"nice,"
892,AYZ15TKO2HGAM,6,"I trusted it because more often than not, it agreed with me! It seemed very aware and accurate to me. If I was sure, I didn't change my mind, If I was unsure, I went with the suggestion of the algorithm.,"
893,A2I0ANKY20XQRX,5,"Sometimes, I think the AI machine got it wrong and doesn't understand human emotions, and sometimes I think it was good. I believe its performance is above average though,"
894,A3J37RP5AZDACH,5,"none,"
895,A2FZ3ALZ2LNQK6,7,"i trust my instincts,"
896,AQ1D44ZT2XD9R,3,"In the first round of questions, I agreed with the machine program about 75% of the time. Although, the second round, I disagreed with the machine program nearly 100% of the time.,"
897,A22WANIFXKF88E,6,","
898,A39Y2UOHEAD0DT,5,"I trust the machine learning model IN GENERAL, but I believe that it can't pick up on individual cases and outliers, and that's a fundamental flaw, as opposed to a human being's judgement.,"
899,A15MD1NCLTDM4G,5,"I felt as though I was doing pretty well with looking at all factors how the machine would predict, but towards the end when I was a little unsure I couldn't figure out the pattern of the machine.  It got tricky, but it must have some algorithm I am unaware of and can't comprehend.  Fun study for sure though.,"
900,A9EQAKCNH16JQ,6,","
901,A3HQFNWGMZUR99,5,"good,"
902,A37EV8RZ82WT8E,5,","
903,AP92IGAHJZ3XO,6,","
904,A1W1H8CUQMKUXC,7,"good,"
905,A1KNJNQF15XKAK,6,","
906,A5B73N9C2HVEG,6,"i think the machine does a pretty good job you could trust it ,"
907,A3MLUEOP3CCLXL,4,"I felt like the machine lost accuracy over time.  ,"
908,A2B8JGCVGBDTL5,5,"I don't quite know how it works, so I can't trust it fully--but the fact that the machine learning model agreed with my prediction most of the time makes me trust it more. ,"
909,A17JJSJ85E2NVZ,3,"good,"
910,ALFAN4T0PZ05Z,5,","
911,A32S6A9SWM5Z67,5,","
912,AU5BD5NSSES9H,5,","
913,A14RSR2QD71N3B,5,","
914,A17JJSJ85E2NVZ,4,"very nice,"
915,A1VLFVGSSG19P4,3,"good,"
916,A11W6YR06JYK6P,4,"none,"
917,A2PQ0FNC73SA8R,5,"The computer is able to configure everything using a number or algorithms ,"
918,A1TUQV9C5GN7AM,4,","
919,AFUZULRKG61BD,3,"very nice,"
920,A3EZJWGS3Y9DK3,4,"For some of the model's predictions I wasn't sure how it was coming to it's decision, or that maybe it wasn't looking at the same criteria that I was when making predictions.,"
921,A1DFWBU5DD78IL,6,","
922,ACRWFXL6NG5FF,5,"good,"
923,A3TI0LOLMTYAQ1,4,","
