gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
female,26,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,4,biology,60,20,0,20,0,0,15,20,20,20,15,10,5,8,7,7,8,8,8,8,8,7,6,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.13,3,8,1
female,26,32,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,4,biology,25,15,20,25,10,5,15,20,20,20,15,10,5,8,7,7,8,5,7,7,6,6,4,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.68,3,6,0
female,26,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,4,biology,27,15,28,10,10,10,15,20,20,20,15,10,5,8,7,7,8,8,6,8,8,8,5,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,-0.01,3,6,1
female,26,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,4,biology,25,20,30,15,5,5,15,20,20,20,15,10,5,8,7,7,8,4,8,8,7,8,7,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.63,3,7,1
female,26,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,4,biology,20,20,20,15,5,20,15,20,20,20,15,10,5,8,7,7,8,6,8,9,6,6,5,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.48,3,6,0
female,26,23,'Asian/Pacific Islander/Asian-American','Black/African American',0,1,4,biology,25,15,20,20,10,10,15,20,20,20,15,10,5,8,7,7,8,5,7,8,8,8,5,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.02,3,6,0
female,26,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,4,biology,50,10,10,10,10,10,15,20,20,20,15,10,5,8,7,7,8,3,6,7,5,7,4,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.08,3,7,0
female,26,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,4,biology,25,20,25,20,10,0,15,20,20,20,15,10,5,8,7,7,8,3,5,6,5,4,3,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.43,3,6,0
female,26,24,'Asian/Pacific Islander/Asian-American',Other,0,1,4,biology,20,20,25,25,5,5,15,20,20,20,15,10,5,8,7,7,8,5,7,7,5,6,5,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.08,3,6,0
female,26,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,4,biology,10,15,25,15,15,20,15,20,20,20,15,10,5,8,7,7,8,4,5,6,5,5,3,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.22,3,4,0
female,26,22,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,4,biology,35,40,5,5,7,8,15,20,20,20,15,10,5,8,7,7,8,6,4,6,5,6,4,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.1,3,3,0
female,26,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,4,biology,20,20,15,25,10,10,15,20,20,20,15,10,5,8,7,7,8,7,6,7,8,7,6,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.59,3,7,1
female,26,28,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,4,biology,20,30,10,20,0,20,15,20,20,20,15,10,5,8,7,7,8,6,7,7,9,8,6,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.17,3,8,1
female,26,34,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,4,biology,30,10,30,10,5,15,15,20,20,20,15,10,5,8,7,7,8,7,8,7,6,6,8,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.51,3,7,1
female,26,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,4,biology,20,20,15,15,12,18,15,20,20,20,15,10,5,8,7,7,8,4,8,8,7,8,6,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.3,3,7,1
female,26,28,'Asian/Pacific Islander/Asian-American','Black/African American',0,1,4,biology,20,18,20,17,10,15,15,20,20,20,15,10,5,8,7,7,8,6,6,6,8,8,4,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.28,3,6,0
female,26,28,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,1,4,biology,23,18,21,18,10,10,15,20,20,20,15,10,5,8,7,7,8,7,6,7,6,5,5,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.69,3,5,0
female,29,29,European/Caucasian-American,European/Caucasian-American,1,1,10,Psychology,30,25,18,18,4,5,10,40,20,20,0,10,6,10,5,9,3,9,9,9,9,8,7,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.19,1,8,1
female,29,24,European/Caucasian-American,'Latino/Hispanic American',0,1,10,Psychology,30,10,20,20,10,10,10,40,20,20,0,10,6,10,5,9,3,7,7,8,7,8,4,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.09,1,7,0
female,29,21,European/Caucasian-American,European/Caucasian-American,1,1,10,Psychology,25,10,25,5,10,25,10,40,20,20,0,10,6,10,5,9,3,6,8,8,5,8,5,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.2,1,5,0
female,29,26,European/Caucasian-American,European/Caucasian-American,1,1,10,Psychology,24,16,28,14,8,10,10,40,20,20,0,10,6,10,5,9,3,7,7,8,8,7,6,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.39,1,7,0
female,29,25,European/Caucasian-American,European/Caucasian-American,1,1,10,Psychology,60,20,0,20,0,0,10,40,20,20,0,10,6,10,5,9,3,8,7,8,7,6,7,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.58,1,8,1
female,29,32,European/Caucasian-American,European/Caucasian-American,1,1,10,Psychology,25,15,20,25,10,5,10,40,20,20,0,10,6,10,5,9,3,6,8,8,8,8,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.14,1,7,0
female,29,25,European/Caucasian-American,European/Caucasian-American,1,1,10,Psychology,27,15,28,10,10,10,10,40,20,20,0,10,6,10,5,9,3,7,7,8,7,6,4,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.44,1,7,0
female,29,25,European/Caucasian-American,European/Caucasian-American,1,1,10,Psychology,25,20,30,15,5,5,10,40,20,20,0,10,6,10,5,9,3,6,9,9,7,6,6,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.42,1,7,0
female,29,27,European/Caucasian-American,European/Caucasian-American,1,1,10,Psychology,20,20,20,15,5,20,10,40,20,20,0,10,6,10,5,9,3,6,7,8,7,6,7,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.34,1,7,0
female,29,23,European/Caucasian-American,'Black/African American',0,1,10,Psychology,25,15,20,20,10,10,10,40,20,20,0,10,6,10,5,9,3,8,8,7,7,7,6,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.47,1,6,0
female,29,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,10,Psychology,50,10,10,10,10,10,10,40,20,20,0,10,6,10,5,9,3,6,7,7,7,7,5,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.53,1,7,0
female,29,27,European/Caucasian-American,European/Caucasian-American,1,1,10,Psychology,25,20,25,20,10,0,10,40,20,20,0,10,6,10,5,9,3,8,8,8,6,7,6,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.32,1,7,0
female,29,24,European/Caucasian-American,Other,0,1,10,Psychology,20,20,25,25,5,5,10,40,20,20,0,10,6,10,5,9,3,6,8,8,8,6,5,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,-0.09,1,8,0
female,29,22,European/Caucasian-American,European/Caucasian-American,1,1,10,Psychology,10,15,25,15,15,20,10,40,20,20,0,10,6,10,5,9,3,7,9,8,7,6,5,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,-0.06,1,8,0
female,29,22,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,10,Psychology,35,40,5,5,7,8,10,40,20,20,0,10,6,10,5,9,3,6,7,8,6,9,4,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,-0.09,1,6,0
female,29,27,European/Caucasian-American,European/Caucasian-American,1,1,10,Psychology,20,20,15,25,10,10,10,40,20,20,0,10,6,10,5,9,3,9,8,7,8,6,6,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.6,1,7,0
female,29,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,10,Psychology,20,30,10,20,0,20,10,40,20,20,0,10,6,10,5,9,3,8,8,9,8,8,8,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.5,1,8,0
female,29,34,European/Caucasian-American,European/Caucasian-American,1,1,10,Psychology,30,10,30,10,5,15,10,40,20,20,0,10,6,10,5,9,3,6,6,7,6,7,5,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.6,1,6,0
female,29,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,10,Psychology,20,20,15,15,12,18,10,40,20,20,0,10,6,10,5,9,3,7,8,8,7,8,6,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.62,1,7,0
female,29,28,European/Caucasian-American,'Black/African American',0,1,10,Psychology,20,18,20,17,10,15,10,40,20,20,0,10,6,10,5,9,3,10,9,9,6,6,5,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.48,1,9,0
female,29,28,European/Caucasian-American,'Latino/Hispanic American',0,1,10,Psychology,23,18,21,18,10,10,10,40,20,20,0,10,6,10,5,9,3,8,8,8,8,8,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.31,1,7,0
female,26,29,'Black/African American',European/Caucasian-American,0,9,10,Psychology,30,25,18,18,4,5,20,20,20,10,20,10,8,8,8,8,5,8,10,10,9,10,5,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.39,1,8,1
female,26,24,'Black/African American','Latino/Hispanic American',0,9,10,Psychology,30,10,20,20,10,10,20,20,20,10,20,10,8,8,8,8,5,8,9,8,7,8,5,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.72,1,7,1
female,26,21,'Black/African American',European/Caucasian-American,0,9,10,Psychology,25,10,25,5,10,25,20,20,20,10,20,10,8,8,8,8,5,5,10,9,7,7,7,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.23,1,8,0
female,26,26,'Black/African American',European/Caucasian-American,0,9,10,Psychology,24,16,28,14,8,10,20,20,20,10,20,10,8,8,8,8,5,5,9,7,7,7,3,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.2,1,7,0
female,26,25,'Black/African American',European/Caucasian-American,0,9,10,Psychology,60,20,0,20,0,0,20,20,20,10,20,10,8,8,8,8,5,8,8,8,8,8,0,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,-0.08,1,7,0
female,26,32,'Black/African American',European/Caucasian-American,0,9,10,Psychology,25,15,20,25,10,5,20,20,20,10,20,10,8,8,8,8,5,4,7,7,7,7,3,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.57,1,7,0
female,26,25,'Black/African American',European/Caucasian-American,0,9,10,Psychology,27,15,28,10,10,10,20,20,20,10,20,10,8,8,8,8,5,9,9,8,9,7,5,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,-0.07,1,8,0
female,26,25,'Black/African American',European/Caucasian-American,0,9,10,Psychology,25,20,30,15,5,5,20,20,20,10,20,10,8,8,8,8,5,6,9,9,9,7,3,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.42,1,8,0
female,26,27,'Black/African American',European/Caucasian-American,0,9,10,Psychology,20,20,20,15,5,20,20,20,20,10,20,10,8,8,8,8,5,7,4,9,6,7,3,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.64,1,7,0
female,26,23,'Black/African American','Black/African American',1,9,10,Psychology,25,15,20,20,10,10,20,20,20,10,20,10,8,8,8,8,5,9,9,9,9,9,8,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,-0.44,1,9,1
female,26,27,'Black/African American','Asian/Pacific Islander/Asian-American',0,9,10,Psychology,50,10,10,10,10,10,20,20,20,10,20,10,8,8,8,8,5,8,10,9,9,9,5,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,-0.27,1,7,1
female,26,27,'Black/African American',European/Caucasian-American,0,9,10,Psychology,25,20,25,20,10,0,20,20,20,10,20,10,8,8,8,8,5,6,10,9,6,8,3,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.68,1,6,0
female,26,24,'Black/African American',Other,0,9,10,Psychology,20,20,25,25,5,5,20,20,20,10,20,10,8,8,8,8,5,6,10,8,7,8,6,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.24,1,7,0
female,26,22,'Black/African American',European/Caucasian-American,0,9,10,Psychology,10,15,25,15,15,20,20,20,20,10,20,10,8,8,8,8,5,6,10,10,9,10,5,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.26,1,8,0
female,26,27,'Black/African American',European/Caucasian-American,0,9,10,Psychology,20,20,15,25,10,10,20,20,20,10,20,10,8,8,8,8,5,5,10,9,7,7,7,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.18,1,8,1
female,26,28,'Black/African American','Asian/Pacific Islander/Asian-American',0,9,10,Psychology,20,30,10,20,0,20,20,20,20,10,20,10,8,8,8,8,5,6,10,9,10,8,5,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.18,1,10,1
female,26,34,'Black/African American',European/Caucasian-American,0,9,10,Psychology,30,10,30,10,5,15,20,20,20,10,20,10,8,8,8,8,5,8,9,9,9,8,7,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.31,1,8,1
female,26,27,'Black/African American','Asian/Pacific Islander/Asian-American',0,9,10,Psychology,20,20,15,15,12,18,20,20,20,10,20,10,8,8,8,8,5,4,10,10,8,10,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,-0.2,1,8,0
female,26,28,'Black/African American','Black/African American',1,9,10,Psychology,20,18,20,17,10,15,20,20,20,10,20,10,8,8,8,8,5,10,8,9,10,10,7,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,-0.2,1,9,1
female,26,28,'Black/African American','Latino/Hispanic American',0,9,10,Psychology,23,18,21,18,10,10,20,20,20,10,20,10,8,8,8,8,5,9,9,9,4,10,3,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.22,1,7,0
female,26,29,European/Caucasian-American,European/Caucasian-American,1,1,3,English,30,25,18,18,4,5,15,15,25,20,5,20,8,7,8,9,5,3,6,6,5,6,3,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.32,3,2,0
female,26,24,European/Caucasian-American,'Latino/Hispanic American',0,1,3,English,30,10,20,20,10,10,15,15,25,20,5,20,8,7,8,9,5,6,8,8,8,7,6,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.14,3,8,1
female,26,21,European/Caucasian-American,European/Caucasian-American,1,1,3,English,25,10,25,5,10,25,15,15,25,20,5,20,8,7,8,9,5,5,6,7,5,8,5,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.4,3,5,0
female,26,26,European/Caucasian-American,European/Caucasian-American,1,1,3,English,24,16,28,14,8,10,15,15,25,20,5,20,8,7,8,9,5,5,6,7,6,6,6,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.57,3,6,0
female,26,25,European/Caucasian-American,European/Caucasian-American,1,1,3,English,60,20,0,20,0,0,15,15,25,20,5,20,8,7,8,9,5,6,6,7,7,6,6,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.48,3,6,1
female,26,32,European/Caucasian-American,European/Caucasian-American,1,1,3,English,25,15,20,25,10,5,15,15,25,20,5,20,8,7,8,9,5,3,6,7,7,7,3,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.57,3,6,0
female,26,25,European/Caucasian-American,European/Caucasian-American,1,1,3,English,27,15,28,10,10,10,15,15,25,20,5,20,8,7,8,9,5,7,8,8,8,7,5,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.73,3,7,1
female,26,25,European/Caucasian-American,European/Caucasian-American,1,1,3,English,25,20,30,15,5,5,15,15,25,20,5,20,8,7,8,9,5,5,7,8,7,5,6,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.54,3,6,1
female,26,27,European/Caucasian-American,European/Caucasian-American,1,1,3,English,20,20,20,15,5,20,15,15,25,20,5,20,8,7,8,9,5,4,4,6,3,6,5,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.31,3,3,0
female,26,23,European/Caucasian-American,'Black/African American',0,1,3,English,25,15,20,20,10,10,15,15,25,20,5,20,8,7,8,9,5,8,8,7,5,5,6,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,-0.06,3,6,1
female,26,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,3,English,50,10,10,10,10,10,15,15,25,20,5,20,8,7,8,9,5,4,8,8,8,6,4,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.16,3,6,0
female,26,27,European/Caucasian-American,European/Caucasian-American,1,1,3,English,25,20,25,20,10,0,15,15,25,20,5,20,8,7,8,9,5,7,8,8,6,6,5,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.61,3,6,1
female,26,24,European/Caucasian-American,Other,0,1,3,English,20,20,25,25,5,5,15,15,25,20,5,20,8,7,8,9,5,2,5,6,2,6,7,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,-0.19,3,3,0
female,26,22,European/Caucasian-American,European/Caucasian-American,1,1,3,English,10,15,25,15,15,20,15,15,25,20,5,20,8,7,8,9,5,4,7,7,7,5,5,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.22,3,5,0
female,26,22,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,3,English,35,40,5,5,7,8,15,15,25,20,5,20,8,7,8,9,5,2,3,6,4,6,5,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.1,3,3,0
female,26,27,European/Caucasian-American,European/Caucasian-American,1,1,3,English,20,20,15,25,10,10,15,15,25,20,5,20,8,7,8,9,5,8,7,7,7,7,6,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.38,3,7,1
female,26,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,3,English,20,30,10,20,0,20,15,15,25,20,5,20,8,7,8,9,5,6,8,8,8,7,8,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.32,3,6,0
female,26,34,European/Caucasian-American,European/Caucasian-American,1,1,3,English,30,10,30,10,5,15,15,15,25,20,5,20,8,7,8,9,5,5,6,7,7,7,5,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.41,3,6,0
female,26,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,3,English,20,20,15,15,12,18,15,15,25,20,5,20,8,7,8,9,5,7,6,6,3,6,5,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.4,3,6,0
female,26,28,European/Caucasian-American,'Black/African American',0,1,3,English,20,18,20,17,10,15,15,15,25,20,5,20,8,7,8,9,5,6,7,6,7,6,6,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.41,3,6,0
female,26,28,European/Caucasian-American,'Latino/Hispanic American',0,1,3,English,23,18,21,18,10,10,15,15,25,20,5,20,8,7,8,9,5,3,7,6,4,6,4,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.05,3,3,0
female,32,29,European/Caucasian-American,European/Caucasian-American,1,3,3,'Law and English Literature [J.D./Ph.D.]',30,25,18,18,4,5,15,5,45,10,15,10,7,9,7,10,10,6,6,6,4,4,9,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.23,3,6,1
female,32,24,European/Caucasian-American,'Latino/Hispanic American',0,3,3,'Law and English Literature [J.D./Ph.D.]',30,10,20,20,10,10,15,5,45,10,15,10,7,9,7,10,10,5,6,6,4,4,3,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.52,3,5,0
female,32,21,European/Caucasian-American,European/Caucasian-American,1,3,3,'Law and English Literature [J.D./Ph.D.]',25,10,25,5,10,25,15,5,45,10,15,10,7,9,7,10,10,8,6,10,5,6,8,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.24,3,6,0
female,32,26,European/Caucasian-American,European/Caucasian-American,1,3,3,'Law and English Literature [J.D./Ph.D.]',24,16,28,14,8,10,15,5,45,10,15,10,7,9,7,10,10,6,5,8,4,6,8,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.52,3,8,0
female,32,25,European/Caucasian-American,European/Caucasian-American,1,3,3,'Law and English Literature [J.D./Ph.D.]',60,20,0,20,0,0,15,5,45,10,15,10,7,9,7,10,10,5,6,6,5,6,4,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.24,3,7,0
female,32,32,European/Caucasian-American,European/Caucasian-American,1,3,3,'Law and English Literature [J.D./Ph.D.]',25,15,20,25,10,5,15,5,45,10,15,10,7,9,7,10,10,5,6,6,5,5,7,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.13,3,6,0
female,32,25,European/Caucasian-American,European/Caucasian-American,1,3,3,'Law and English Literature [J.D./Ph.D.]',27,15,28,10,10,10,15,5,45,10,15,10,7,9,7,10,10,6,4,5,5,6,3,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.13,3,6,0
female,32,25,European/Caucasian-American,European/Caucasian-American,1,3,3,'Law and English Literature [J.D./Ph.D.]',25,20,30,15,5,5,15,5,45,10,15,10,7,9,7,10,10,8,10,10,5,8,4,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.44,3,9,1
female,32,27,European/Caucasian-American,European/Caucasian-American,1,3,3,'Law and English Literature [J.D./Ph.D.]',20,20,20,15,5,20,15,5,45,10,15,10,7,9,7,10,10,9,6,9,3,6,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.41,3,8,1
female,32,23,European/Caucasian-American,'Black/African American',0,3,3,'Law and English Literature [J.D./Ph.D.]',25,15,20,20,10,10,15,5,45,10,15,10,7,9,7,10,10,9,8,8,8,6,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.21,3,8,0
female,32,27,European/Caucasian-American,European/Caucasian-American,1,3,3,'Law and English Literature [J.D./Ph.D.]',25,20,25,20,10,0,15,5,45,10,15,10,7,9,7,10,10,8,8,8,4,6,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.24,3,8,0
female,32,24,European/Caucasian-American,Other,0,3,3,'Law and English Literature [J.D./Ph.D.]',20,20,25,25,5,5,15,5,45,10,15,10,7,9,7,10,10,5,6,8,2,5,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0,3,7,0
female,32,22,European/Caucasian-American,European/Caucasian-American,1,3,3,'Law and English Literature [J.D./Ph.D.]',10,15,25,15,15,20,15,5,45,10,15,10,7,9,7,10,10,6,8,8,4,8,6,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,-0.08,3,8,0
female,32,22,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,3,'Law and English Literature [J.D./Ph.D.]',35,40,5,5,7,8,15,5,45,10,15,10,7,9,7,10,10,6,8,9,5,6,3,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.14,3,9,0
female,32,27,European/Caucasian-American,European/Caucasian-American,1,3,3,'Law and English Literature [J.D./Ph.D.]',20,20,15,25,10,10,15,5,45,10,15,10,7,9,7,10,10,6,7,7,6,7,7,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.31,3,7,0
female,32,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,3,'Law and English Literature [J.D./Ph.D.]',20,30,10,20,0,20,15,5,45,10,15,10,7,9,7,10,10,6,6,6,6,6,1,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.11,3,6,0
female,32,34,European/Caucasian-American,European/Caucasian-American,1,3,3,'Law and English Literature [J.D./Ph.D.]',30,10,30,10,5,15,15,5,45,10,15,10,7,9,7,10,10,9,5,8,3,6,3,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.52,3,6,0
female,32,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,3,'Law and English Literature [J.D./Ph.D.]',20,20,15,15,12,18,15,5,45,10,15,10,7,9,7,10,10,6,7,7,6,7,3,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.35,3,7,0
female,32,28,European/Caucasian-American,'Black/African American',0,3,3,'Law and English Literature [J.D./Ph.D.]',20,18,20,17,10,15,15,5,45,10,15,10,7,9,7,10,10,9,6,8,4,7,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,-0.01,3,8,0
female,32,28,European/Caucasian-American,'Latino/Hispanic American',0,3,3,'Law and English Literature [J.D./Ph.D.]',23,18,21,18,10,10,15,5,45,10,15,10,7,9,7,10,10,6,8,8,4,8,3,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.72,3,6,0
female,28,24,European/Caucasian-American,'Latino/Hispanic American',0,2,2,french,30,10,20,20,10,10,25,20,20,25,0,10,8,8,7,7,4,4,4,6,4,4,1,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,0.03,4,2,0
female,28,26,European/Caucasian-American,European/Caucasian-American,1,2,2,french,24,16,28,14,8,10,25,20,20,25,0,10,8,8,7,7,4,4,6,7,5,4,1,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,0.52,4,4,0
female,28,25,European/Caucasian-American,European/Caucasian-American,1,2,2,french,27,15,28,10,10,10,25,20,20,25,0,10,8,8,7,7,4,7,9,9,6,5,3,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,0.17,4,6,0
female,28,27,European/Caucasian-American,European/Caucasian-American,1,2,2,french,25,20,25,20,10,0,25,20,20,25,0,10,8,8,7,7,4,6,6,7,8,5,5,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,0.61,4,6,1
female,28,24,European/Caucasian-American,Other,0,2,2,french,20,20,25,25,5,5,25,20,20,25,0,10,8,8,7,7,4,2,6,7,2,6,1,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,0.01,4,2,0
